code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
mvyuxi,Kim Dokja,Omniscient Reader's Viewpoint,void,💰,trade,775,571,N/A,N/A,0,N/A,false,false,N/A,N/A,20,24,49,209,"Bod, Hol"
mvyse6,Swan Guildy,Gonna be the Twin-Tail!!,wind,🔥,burn,0,747,N/A,N/A,0,N/A,false,false,N/A,N/A,34,41,59,212,"Dru, Mys"
mvx5xa,Majo-senpai,Humanity Has Declined,wind,🔥,burn,0,63,N/A,N/A,0,N/A,false,false,N/A,N/A,41,23,23,219,"Tim, Roc"
mvwr9p,Tonbo Tobitake,Naruto,light,🤝,pcf,0,741,N/A,N/A,0,N/A,false,false,N/A,N/A,26,49,68,279,"Bod, Mys"
mvwpr0,Pinko Shiramizu,Gintama,wood,🔥,burn,1,561,N/A,N/A,0,N/A,false,false,N/A,N/A,57,60,34,204,"Ref, Roc"
mvwdof,Woozie Wannai,MyHolo TV,ice,🤝,pcf,1,1317,N/A,N/A,0,N/A,false,false,N/A,N/A,36,58,33,196,"Alm, Ser"
mvw94w,Twilight Sparkle,My Little Pony: Friendship Is Magic,wind,👍,ntb,45,1405,N/A,N/A,0,N/A,false,false,N/A,N/A,36,31,51,218,"Har, Hyp"
mvw6yy,Jackie,BNA: Brand New Animal,light,🔥,burn,0,745,N/A,N/A,0,N/A,false,false,N/A,N/A,52,30,57,276,"Spi, Ref"
mvvxoe,Nanaki Moriyama,Fate/Kaleid Liner Prisma Illya,fire,🏍️,fate,2,1120,N/A,N/A,0,N/A,false,false,N/A,N/A,33,26,36,229,"Ref, Hel"
mvvnrv,Camie Utsushimi,My Hero Academia,wood,👍,ntb,12,534,N/A,N/A,0,N/A,false,false,N/A,N/A,28,24,20,260,"Rot, Har"
mvv6pn,Urara Takachiho,Aria the Scarlet Ammo AA,wood,🔥,burn,0,379,N/A,N/A,0,N/A,false,false,N/A,N/A,41,37,20,195,"Ref, Bli"
mvv4hi,Phoenix,Tales of Zestiria the Cross,fire,👍,ntb,0,1898,N/A,N/A,0,N/A,false,false,N/A,N/A,30,44,57,219,"Nec, Vor"
mvv0p3,Toua Tokuchi,One Outs,wood,🔥,burn,12,1146,N/A,N/A,0,N/A,false,false,N/A,N/A,21,27,23,271,"Rot, Gra"
mvurtb,Muryan,Fate/Grand Order,fire,🏍️,fate,0,676,N/A,N/A,0,N/A,false,false,N/A,N/A,46,30,44,191,"Dra, Cos"
mvuowm,Lyserg Diethel,Shaman King,ice,🔥,burn,5,755,N/A,N/A,0,N/A,false,false,N/A,N/A,51,31,25,194,"Vor, Gra"
mvtlx5,Jack,Bluey,metal,🔥,burn,4,1197,N/A,N/A,0,N/A,false,false,N/A,N/A,44,22,53,229,"Rot, Dru"
mvru5f,Anya Melfissa,Hololive ID,ice,🤝,pcf,20,799,N/A,N/A,0,N/A,false,false,N/A,N/A,42,22,37,253,"Spi, Vis"
mvrhu9,G,Street Fighter,wood,🔥,burn,2,929,N/A,N/A,0,N/A,false,false,N/A,N/A,37,41,29,232,"Cos, Vor"
mvrea4,Uruha Rushia,Hololive,fire,💰,trade,160,1336,N/A,N/A,0,N/A,false,false,N/A,N/A,48,32,37,215,"Hol, Alm"
mvrb3z,Juewa,Soul Tide,wood,🔥,burn,1,815,N/A,N/A,0,N/A,false,false,N/A,N/A,43,33,51,196,"Ser, Cos"
mvqy2h,Kinji Uehara,Danganronpa Another,metal,🔥,burn,0,511,N/A,N/A,0,N/A,false,false,N/A,N/A,56,54,55,283,"Tau, Nec"
mvqmr1,Homeroom Teacher,March Comes In Like A Lion,wind,🔥,burn,0,994,N/A,N/A,0,N/A,false,false,N/A,N/A,40,41,40,202,"Dru, Alm"
mvoqep,Shasuryu Shasha,Overlord II,earth,🔥,burn,0,376,N/A,N/A,0,N/A,false,false,N/A,N/A,57,58,78,254,"Cos, Hel"
mvoovq,Crypto,Apex Legends,light,👍,ntb,11,1591,N/A,N/A,0,N/A,false,false,N/A,N/A,60,30,47,200,"Hel, Dra"
mvohay,Miles Morales,Spider-Man: Into the Spider-Verse,earth,🇫🇷,paris,135,1519,N/A,N/A,0,N/A,false,false,N/A,N/A,54,51,56,213,"Cos, Und"
mvoe3z,Yuki Yoshikawa,Horimiya,wind,👍,ntb,42,1939,N/A,N/A,0,N/A,false,false,N/A,N/A,39,37,36,192,"Eth, Und"
mvobqg,Antique Shop Owner,Dragon Ball,fire,🔥,burn,0,810,N/A,N/A,0,N/A,false,false,N/A,N/A,55,30,46,226,"Nec, Cos"
mvmacf,Marco Esposito,Astra Lost in Space,wind,🔥,burn,0,547,N/A,N/A,0,N/A,false,false,N/A,N/A,22,42,33,225,"Gra, Out"
mvm8gv,Cybele,Granblue Fantasy,ice,🔥,burn,0,943,N/A,N/A,0,N/A,false,false,N/A,N/A,47,55,86,214,"Eth, Out"
mvm4i5,Asuka Kurashina,Ao no Kanata no Four Rhythm,wood,🔥,burn,4,550,N/A,N/A,0,N/A,false,false,N/A,N/A,29,76,35,227,"Und, Vis"
mvlxth,Volug,Fire Emblem: Radiant Dawn,wind,🔥,burn,0,1298,N/A,N/A,0,N/A,false,false,N/A,N/A,56,43,54,246,"Hyp, Ref"
mvlsyd,Azuki Momoi,THE iDOLM@STER Cinderella Girls,metal,🔥,burn,0,520,N/A,N/A,0,N/A,false,false,N/A,N/A,58,36,58,294,"Tim, Spi"
mvllk4,Kyklop no Isha,WorldEnd,wood,🔥,burn,1,562,N/A,N/A,0,N/A,false,false,N/A,N/A,60,45,58,255,"Spi, Pur"
mvlf3y,Donghyun,Golden Child,metal,🔥,burn,2,1076,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,45,271,"Hel, Bod"
mvl9qv,Nephilim,Grand Chase Dimensional Chaser,void,🔥,burn,0,638,N/A,N/A,0,N/A,false,false,N/A,N/A,55,60,22,212,"Pur, Bod"
mvl6bk,Charlotte Smoothie,One Piece,wood,🤝,pcf,3,475,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,20,218,"Ven, Har"
mvkzar,Wood Tribe Member,Tokyo Afterschool Summoners,ice,🔥,burn,0,220,N/A,N/A,0,N/A,false,false,N/A,N/A,56,48,27,215,"Har, Ser"
mvktgb,Sumire Heanna,Love Live! Superstar!!,light,🔥,burn,7,1208,N/A,N/A,0,N/A,false,false,N/A,N/A,55,24,21,248,"Und, Hel"
mvko5t,Yusa,Dropkick On My Devil!,metal,🔥,burn,0,938,N/A,N/A,0,N/A,false,false,N/A,N/A,66,42,20,239,"Rot, Hyp"
mvklif,Laika,I've Been Killing Slimes for 300 Years and Maxed Out My Level,ice,🔥,burn,13,690,N/A,N/A,0,N/A,false,false,N/A,N/A,25,24,59,255,"Dra, Vor"
mvka4r,Taeko Sugawara,Arifureta: From Commonplace to World's Strongest,ice,🔥,burn,0,504,N/A,N/A,0,N/A,false,false,N/A,N/A,40,38,59,232,"Nec, Ven"
mvk5p2,Hiyori Harusaki,Princess Connect! Re Dive,ice,👸,priconne,0,1761,N/A,N/A,0,N/A,false,false,N/A,N/A,47,52,35,275,"Mys, Tim"
mvjz1o,Soraru,After the Rain - AtR,earth,🔥,burn,17,99,N/A,N/A,0,N/A,false,false,N/A,N/A,46,55,25,278,"Sha, Out"
mvjrwy,Jujiroh Oni,The Prince of Tennis,wood,🔥,burn,0,690,N/A,N/A,0,N/A,false,false,N/A,N/A,23,51,33,279,"Ser, Tem"
mvjizi,Bankotsu,InuYasha,wood,🔥,burn,1,384,N/A,N/A,0,N/A,false,false,N/A,N/A,33,49,39,309,"Ser, Ven"
mvj61v,Kouta,Elfen Lied,wood,🔥,burn,0,546,N/A,N/A,0,N/A,false,false,N/A,N/A,65,35,38,250,"Ser, Mys"
mvj2vd,Kyoko,Is This a Zombie?,fire,🔥,burn,0,700,N/A,N/A,0,N/A,false,false,N/A,N/A,35,31,42,227,"Out, Mys"
mvgtsk,Maltran,Tales of Zestiria the Cross,wind,👍,ntb,0,1243,N/A,N/A,0,N/A,false,false,N/A,N/A,35,35,51,198,"Alm, Eth"
mvgh2p,Toby,Akame ga Kill!,wood,🔥,burn,3,698,N/A,N/A,0,N/A,false,false,N/A,N/A,25,46,27,204,"Pur, Ser"
mvg5o7,Add,Elsword,light,🔥,burn,3,909,N/A,N/A,0,N/A,false,false,N/A,N/A,30,27,30,205,"Nec, Ref"
mvg3xz,Sumire Kanou,Toradora!,wind,🤝,pcf,1,838,N/A,N/A,0,N/A,false,false,N/A,N/A,35,35,51,229,"Und, Vis"
mvfrnp,Jeonggo,The Snake and the Flower,wind,🔥,burn,1,33,N/A,N/A,0,N/A,false,false,N/A,N/A,40,55,50,215,"Tim, Ser"
mvf16k,Ichimatsu Matsuno,Mr. Osomatsu,metal,🔥,burn,12,671,N/A,N/A,0,N/A,false,false,N/A,N/A,59,50,83,215,"Spi, Tau"
mveqma,Tamako Kitashirakawa,Tamako Market,metal,👍,ntb,24,1018,N/A,N/A,0,N/A,false,false,N/A,N/A,56,55,55,234,"Har, Rot"
mveohn,Aria Shichijou,Seitokai Yakuindomo,metal,🔥,burn,2,367,N/A,N/A,0,N/A,false,false,N/A,N/A,21,44,60,245,"Cos, Bod"
mvek3s,Miu Imazu,Tsuki ga Kirei,fire,🔥,burn,0,743,N/A,N/A,0,N/A,false,false,N/A,N/A,49,30,33,261,"Sha, Hol"
mvegpk,Rino Tanaka,Tanaka-kun is Always Listless,light,🔥,burn,2,1370,N/A,N/A,0,N/A,false,false,N/A,N/A,57,31,59,232,"Nec, Ser"
mvecyi,Sekka,Shadowverse,light,🔥,burn,0,543,N/A,N/A,0,N/A,false,false,N/A,N/A,26,40,43,218,"Out, Ato"
mvebgb,Mr. Heartland,Yu-Gi-Oh! ZEXAL,light,🔥,burn,0,1156,N/A,N/A,0,N/A,false,false,N/A,N/A,23,48,34,247,"Bli, Ref"
mve86q,Han Jihyuk,No Love Zone,metal,🤝,pcf,13,959,N/A,N/A,0,N/A,false,false,N/A,N/A,39,36,32,225,"Cos, Ven"
mve3hr,Gojou,Boruto: Naruto Next Generations,earth,🤝,pcf,0,1178,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,59,203,"Ref, Mys"
mve2io,Seimei Ketsuno,Gintama,ice,🔥,burn,1,840,N/A,N/A,0,N/A,false,false,N/A,N/A,52,51,60,256,"Alm, Bod"
mve0pg,Rose Lavillant,Miraculous Ladybug: Tales of Ladybug & Cat Noir,wind,🤝,pcf,1,1171,N/A,N/A,0,N/A,false,false,N/A,N/A,26,39,34,255,"Ato, Dra"
mvbnbv,Otokado Ruki,VEE,light,🤝,pcf,1,1272,N/A,N/A,0,N/A,false,false,N/A,N/A,27,39,40,255,"Ref, Vor"
mvbl2n,Kazu Kunitachi,Yu-Gi-Oh! ZEXAL,earth,🤝,pcf,0,776,N/A,N/A,0,N/A,false,false,N/A,N/A,45,54,42,204,"Alm, Bod"
mvbj2n,Gilbert,Maria the Virgin Witch,void,🔥,burn,0,631,N/A,N/A,0,N/A,false,false,N/A,N/A,50,46,26,259,"Dra, Eth"
mvbggv,Dohalim il Qaras,Tales of Arise,light,👍,ntb,4,1726,N/A,N/A,0,N/A,false,false,N/A,N/A,20,59,47,222,"Pur, Vor"
mvbecg,Daisuke Kanbe,The Millionaire Detective – Balance: UNLIMITED,wood,🔥,burn,87,552,N/A,N/A,0,N/A,false,false,N/A,N/A,23,32,47,307,"Ref, Hel"
mvbd66,Ayano Fujikawa,Suzuka,wood,🔥,burn,0,525,N/A,N/A,0,N/A,false,false,N/A,N/A,60,44,49,200,"Spi, Cos"
mvb986,Ooura,Psycho-Pass,wood,🔥,burn,0,758,N/A,N/A,0,N/A,false,false,N/A,N/A,23,75,23,253,"Dra, Gra"
mvb870,Xolotl,Tokyo Afterschool Summoners,ice,🔥,burn,2,730,N/A,N/A,0,N/A,false,false,N/A,N/A,25,60,28,246,"Bli, Ato"
mvaxp5,Chabo,One Piece,light,🤝,pcf,1,161,N/A,N/A,0,N/A,false,false,N/A,N/A,49,26,55,251,"Sha, Nec"
mvaq1p,Klee,Genshin Impact,metal,👍,ntb,341,1530,N/A,N/A,0,N/A,false,false,N/A,N/A,24,29,55,223,"Rot, Hyp"
mvaohn,Mai Gotou,Fruits Basket,earth,🔥,burn,1,845,N/A,N/A,0,N/A,false,false,N/A,N/A,24,30,25,222,"Ref, Bli"
mvam4o,Shaun,Shadows House,wood,🔥,burn,11,718,N/A,N/A,0,N/A,false,false,N/A,N/A,57,25,49,197,"Sha, Hel"
mvajs9,Tsumugi Inuzuka,Sweetness & Lightning,light,🔥,burn,2,546,N/A,N/A,0,N/A,false,false,N/A,N/A,30,25,40,235,"Hyp, Roc"
mvahei,Marci,Dota 2,ice,🔥,burn,12,582,N/A,N/A,0,N/A,false,false,N/A,N/A,30,30,32,263,"Roc, Vis"
mva7rd,Usagi Saionji,AntiMagic Academy 35th Test Platoon,ice,🔥,burn,0,1174,N/A,N/A,0,N/A,false,false,N/A,N/A,39,50,20,219,"Ven, Ato"
mv9z5r,Sabaki,Kamen Rider,ice,🔥,burn,1,810,N/A,N/A,0,N/A,false,false,N/A,N/A,32,57,44,196,"Ato, Alm"
mv9vog,Youko Itoigawa,Hyouka,earth,🔥,burn,0,571,N/A,N/A,0,N/A,false,false,N/A,N/A,40,22,33,222,"Hel, Nec"
mv9vhn,Yukari Ayase,Princess Connect! Re Dive,ice,👸,priconne,0,1808,N/A,N/A,0,N/A,false,false,N/A,N/A,53,33,42,197,"Tim, Out"
mv9rh7,Zhuge Liang,Fate/Grand Order,metal,🏍️,fate,1,1549,N/A,N/A,0,N/A,false,false,N/A,N/A,52,59,49,216,"Mys, Tau"
mv9pyi,Pastel de Nata,Food Fantasy,wind,🔥,burn,5,520,N/A,N/A,0,N/A,false,false,N/A,N/A,51,28,48,229,"Ser, Mys"
mv8xpu,Konayuki Hotogi,Aria the Scarlet Ammo AA,wood,🔥,burn,0,689,N/A,N/A,0,N/A,false,false,N/A,N/A,54,31,49,219,"Hyp, Roc"
mv8vhi,Hana Miyakoshi,WWW.WAGNARIA!!,earth,🔥,burn,1,1258,N/A,N/A,0,N/A,false,false,N/A,N/A,28,46,29,243,"Tem, Vis"
mv8u6x,Anju Emma,86,earth,🔥,burn,24,922,N/A,N/A,0,N/A,false,false,N/A,N/A,50,54,34,226,"Nec, Tim"
mv8ono,Marie Antoinette,Fate/Grand Order,ice,🏍️,fate,2,589,N/A,N/A,0,N/A,false,false,N/A,N/A,29,39,28,215,"Sha, Ser"
mv8m05,Akiko Hatori,The Ancient Magus' Bride,metal,🔥,burn,1,911,N/A,N/A,0,N/A,false,false,N/A,N/A,30,55,60,234,"Bli, Dra"
mv8l1e,Amber,Genshin Impact,fire,👍,ntb,149,1538,N/A,N/A,0,N/A,false,false,N/A,N/A,39,57,52,259,"Har, Vis"
mv8iut,Gorou Hamasaki,Shirobako,earth,🔥,burn,0,784,N/A,N/A,0,N/A,false,false,N/A,N/A,42,50,28,214,"Out, Spi"
mv8hax,Tara Jones,Heartstopper,fire,🔥,burn,9,798,N/A,N/A,0,N/A,false,false,N/A,N/A,44,47,43,209,"Und, Ser"
mul2a3,Violet Evergarden,Violet Evergarden,wood,😼,ultanul,854,731,N/A,N/A,0,N/A,true,false,N/A,N/A,54,37,54,231,"Ref, Ser"
mv8fwi,Razor,Genshin Impact,light,👍,ntb,106,1639,N/A,N/A,0,N/A,false,false,N/A,N/A,38,23,39,271,"Ser, Vis"
mv6tqz,Penelope Kluber,Tales of Crestoria,earth,🔥,burn,0,793,N/A,N/A,0,N/A,false,false,N/A,N/A,21,51,38,213,"Hyp, Eth"
mv6hyz,Sailor Mercury,Sailor Moon,wood,🤝,pcf,39,752,N/A,N/A,0,N/A,false,false,N/A,N/A,52,32,30,228,"Dra, Bli"
mv5uac,Faraday,Cyberpunk: Edgerunners,wind,🔥,burn,4,713,N/A,N/A,0,N/A,false,false,N/A,N/A,38,38,21,219,"Ref, Tem"
mv5ry9,Huang Shaotian,The King's Avatar,void,🔥,burn,3,999,N/A,N/A,0,N/A,false,false,N/A,N/A,30,34,55,229,"Und, Hel"
mv5nag,Nona,Girls x Battle 2,light,🔥,burn,0,509,N/A,N/A,0,N/A,false,false,N/A,N/A,43,49,48,244,"Vor, Cos"
mv5bj3,Charlotte Citron,One Piece,void,🤝,pcf,0,829,N/A,N/A,0,N/A,false,false,N/A,N/A,34,51,95,283,"Sha, Rot"
mv59pl,Kanako,Clannad,wind,🔥,burn,0,614,N/A,N/A,0,N/A,false,false,N/A,N/A,26,27,39,278,"Roc, Und"
mv4r2l,Shouka,s-CRY-ed,ice,🔥,burn,0,581,N/A,N/A,0,N/A,false,false,N/A,N/A,36,43,44,277,"Out, Ven"
mv3tfv,Sweet Mask,One Punch Man,void,🔥,burn,3,542,N/A,N/A,0,N/A,false,false,N/A,N/A,27,36,28,198,"Tim, Ato"
mv3ruw,Youko Katori,World Trigger,earth,🔥,burn,0,798,N/A,N/A,0,N/A,false,false,N/A,N/A,57,30,21,223,"Bli, Nec"
mv3pit,Demon Lord Tasogare,Sleepy Princess in the Demon Castle,fire,🔥,burn,1,1156,N/A,N/A,0,N/A,false,false,N/A,N/A,40,32,59,257,"Mys, Hel"
mv3ntz,Yui Yamada,Asagao to Kase-san,earth,👍,ntb,14,577,N/A,N/A,0,N/A,false,false,N/A,N/A,55,59,24,270,"Pur, Roc"
mv1h1a,Aoi Tsumura,Smile Down the Runway,earth,🔥,burn,0,1107,N/A,N/A,0,N/A,false,false,N/A,N/A,28,48,26,203,"Alm, Hol"
mv1c5b,Gaara,Naruto,earth,🤝,pcf,111,873,N/A,N/A,0,N/A,false,false,N/A,N/A,40,58,43,214,"Dru, Tem"
mv0xtx,Mother Muroto,The Troubled Life of Miss Kotoura,wind,🔥,burn,0,367,N/A,N/A,0,N/A,false,false,N/A,N/A,57,29,53,306,"Eth, Hel"
mv0saq,Mary Saotome,Kakegurui,fire,👍,ntb,184,459,N/A,N/A,0,N/A,false,false,N/A,N/A,42,50,38,300,"Sha, Bli"
mv0okq,Kurimura Airi,Blue Archive,metal,🏫,ba,1,894,N/A,N/A,0,N/A,false,false,N/A,N/A,39,60,33,232,"Ref, Roc"
mv0mfv,Vidalia,Steven Universe,wind,🔥,burn,2,602,N/A,N/A,0,N/A,false,false,N/A,N/A,43,21,51,202,"Rot, Cos"
mv0fhk,Sadie Adler,Red Dead Redemption 2,ice,🔥,burn,13,1421,N/A,N/A,0,N/A,false,false,N/A,N/A,40,38,28,217,"Alm, Ser"
mv0du7,Mr. Koike,Ninja Hattori,fire,🔥,burn,1,646,N/A,N/A,0,N/A,false,false,N/A,N/A,35,41,43,282,"Vis, Alm"
mv07h8,Mirasa,Kuromukuro,ice,🔥,burn,0,706,N/A,N/A,0,N/A,false,false,N/A,N/A,51,20,33,220,"Bli, Alm"
mv01ul,Purson Soi,Welcome to Demon School! Iruma-kun,metal,🔥,burn,3,550,N/A,N/A,0,N/A,false,false,N/A,N/A,36,58,46,190,"Ato, Vor"
muzxmi,Hidehiko Uesugi,Persona 1,fire,🔥,burn,0,599,N/A,N/A,0,N/A,false,false,N/A,N/A,44,53,40,252,"Sha, Hyp"
muz5yx,Anis,NIKKE,earth,🔥,burn,26,898,N/A,N/A,0,N/A,false,false,N/A,N/A,49,32,53,236,"Tem, Pur"
muz1wo,Akari Seto,Otherside Picnic,fire,🔥,burn,1,857,N/A,N/A,0,N/A,false,false,N/A,N/A,58,22,33,226,"Bod, Out"
muyz81,Hound,Sofi,wind,🔥,burn,21,437,N/A,N/A,0,N/A,false,false,N/A,N/A,44,30,44,216,"Dra, Ven"
muyu20,Daisy,Momoland,void,🔥,burn,2,1082,N/A,N/A,0,N/A,false,false,N/A,N/A,59,45,33,293,"Dra, Roc"
muyqt9,Nanaka Tanno,Princess Connect! Re Dive,wind,👸,priconne,0,1035,N/A,N/A,0,N/A,false,false,N/A,N/A,27,26,34,195,"Ato, Tau"
muyku1,Barney Rubble,The Flintstones,metal,👍,ntb,0,1563,N/A,N/A,0,N/A,false,false,N/A,N/A,25,55,27,219,"Gra, Spi"
muwltk,Rin Sasaki,Yamada-kun and the Seven Witches,light,🔥,burn,1,1179,N/A,N/A,0,N/A,false,false,N/A,N/A,47,48,35,220,"Tem, Dru"
muwgfw,Misogi Hodaka,Princess Connect! Re Dive,ice,👸,priconne,0,1961,N/A,N/A,0,N/A,false,false,N/A,N/A,40,42,59,218,"Bli, Gra"
muw9m3,Mawile,Pokemon Generation III,metal,🔥,burn,6,1273,N/A,N/A,0,N/A,false,false,N/A,N/A,49,50,47,197,"Eth, Alm"
muw7m7,Nakuru Akizuki,Cardcaptor Sakura,wind,🔥,burn,2,823,N/A,N/A,0,N/A,false,false,N/A,N/A,20,23,20,226,"Mys, Hel"
muw03z,Gertrude Baird,Hybrid x Heart Magias Academy Ataraxia,wood,🔥,burn,6,611,N/A,N/A,0,N/A,false,false,N/A,N/A,58,32,40,270,"Dra, Bod"
muvs63,Kio,T1419,fire,🔥,burn,1,519,N/A,N/A,0,N/A,false,false,N/A,N/A,44,60,48,235,"Tim, Bod"
muvm2g,Nezumi,No. 6,metal,🔥,burn,21,712,N/A,N/A,0,N/A,false,false,N/A,N/A,47,56,76,221,"Cos, Eth"
muviqk,Koyuzu Shigaraki,Yuragi-sou no Yuuna-san,earth,🔥,burn,2,824,N/A,N/A,0,N/A,false,false,N/A,N/A,46,22,24,193,"Hel, Tim"
muvh8p,Omm Madaura,Magi: The Kingdom of Magic,earth,🔥,burn,0,961,N/A,N/A,0,N/A,false,false,N/A,N/A,43,51,41,201,"Hyp, Gra"
muvd5o,Ryo Okayasu,Peach Girl: Super Pop Love Hurricane,wind,🔥,burn,0,813,N/A,N/A,0,N/A,false,false,N/A,N/A,44,49,48,255,"Bod, Dru"
muv9zk,MP-446,Girls Frontline,fire,🔫,whatamifightingfor,0,1590,N/A,N/A,0,N/A,false,false,N/A,N/A,37,28,39,204,"Hol, Spi"
muv7n2,Yuwan,Shadowverse,metal,🔥,burn,0,984,N/A,N/A,0,N/A,false,false,N/A,N/A,51,59,35,192,"Spi, Und"
muv52m,Yorki,One Piece,wood,🤝,pcf,1,769,N/A,N/A,0,N/A,false,false,N/A,N/A,25,39,23,241,"Ser, Tim"
muv15e,Hinata Hoshino,Wataten! An Angel Flew Down to Me,fire,👍,ntb,5,845,N/A,N/A,0,N/A,false,false,N/A,N/A,27,58,44,251,"Out, Und"
muuy3l,Uruha Rushia,Hololive,fire,🤝,pcf,160,593,N/A,N/A,0,N/A,false,false,N/A,N/A,45,37,50,209,"Vor, Roc"
muusbt,Biscuit No. 2,Nichijou - My Ordinary Life,fire,🔥,burn,0,736,N/A,N/A,0,N/A,false,false,N/A,N/A,55,28,21,266,"Roc, Tau"
muuq76,Arnold Neumann,Mobile Suit Gundam SEED,earth,🔥,burn,0,549,N/A,N/A,0,N/A,false,false,N/A,N/A,49,24,43,255,"Eth, Tau"
muuir2,Naomi Misora,Death Note,void,🤝,pcf,6,921,N/A,N/A,0,N/A,false,false,N/A,N/A,45,53,43,200,"Nec, Spi"
muuheq,Scat Cat,The Aristocats,wind,🔥,burn,0,949,N/A,N/A,0,N/A,false,false,N/A,N/A,55,45,86,231,"Eth, Cos"
muudu1,Joy,SOLOIST,wind,🔥,burn,25,1763,N/A,N/A,0,N/A,false,false,N/A,N/A,45,59,20,258,"Vor, Hol"
muu8ho,Patchy the Pirate,SpongeBob SquarePants,metal,👍,ntb,3,734,N/A,N/A,0,N/A,false,false,N/A,N/A,27,31,40,322,"Mys, Ato"
muu1rh,Setsuko Gidou,The Perfect Insider,wood,🔥,burn,0,836,N/A,N/A,0,N/A,false,false,N/A,N/A,29,60,43,264,"Tau, Eth"
mutpop,Female con-artist,Mob Psycho 100,void,🔥,burn,0,619,N/A,N/A,0,N/A,false,false,N/A,N/A,21,34,26,266,"Nec, Sha"
mutmk2,Mayu Arita,Death Parade,wood,🤝,pcf,0,1600,N/A,N/A,0,N/A,false,false,N/A,N/A,27,29,52,210,"Bli, Rot"
muthed,Tomoda,Monthly Girls' Nozaki-kun,wind,🔥,burn,0,501,N/A,N/A,0,N/A,false,false,N/A,N/A,36,28,27,246,"Ref, Vis"
mutd56,Tatsuki Washio,Haikyu!!,wood,🤝,pcf,0,1697,N/A,N/A,0,N/A,false,false,N/A,N/A,47,70,34,237,"Mys, Ato"
murkub,Carole Pepper,Honkai Impact 3rd,fire,👍,ntb,4,1562,N/A,N/A,0,N/A,false,false,N/A,N/A,25,36,32,256,"Tim, Out"
murbjs,Tiffany Evergarden,Violet Evergarden,earth,👍,ntb,6,530,N/A,N/A,0,N/A,false,false,N/A,N/A,75,34,59,207,"Vis, Bli"
mura3x,Yasuhiro Hagakure,Danganronpa: Trigger Happy Havoc,wood,🔥,burn,3,582,N/A,N/A,0,N/A,false,false,N/A,N/A,54,47,40,199,"Ser, Ref"
mur1ab,Gridman,SSSS.Gridman,void,🔥,burn,0,607,N/A,N/A,0,N/A,false,false,N/A,N/A,32,59,76,260,"Gra, Cos"
muqooh,Riku Nanase,IDOLiSH7,metal,🔥,burn,18,576,N/A,N/A,0,N/A,false,false,N/A,N/A,21,30,22,292,"Out, Bli"
muqc3t,Sailor Mars,Sailor Moon,earth,🤝,pcf,56,1886,N/A,N/A,0,N/A,false,false,N/A,N/A,59,34,22,314,"Mys, Vis"
muqaot,Lingerin Douglanikov,Durarara!!,fire,🔥,burn,0,810,N/A,N/A,0,N/A,false,false,N/A,N/A,70,46,24,279,"Har, Ref"
muq88y,Stella Barklem,The Ancient Magus' Bride,fire,🔥,burn,1,527,N/A,N/A,0,N/A,false,false,N/A,N/A,51,59,57,263,"Ser, Dra"
muq6ql,Ryu Kimura,THE iDOLM@STER SideM,earth,🔥,burn,0,1534,N/A,N/A,0,N/A,false,false,N/A,N/A,51,43,56,199,"Spi, Hel"
muq50u,Miho Shimao,Natsuyuki Rendezvous,ice,🔥,burn,0,566,N/A,N/A,0,N/A,false,false,N/A,N/A,55,56,24,193,"Spi, Sha"
muq3r6,Chojuro Kon,My Hero Academia: Heroes Rising,void,🔥,burn,2,1099,N/A,N/A,0,N/A,false,false,N/A,N/A,31,40,44,247,"Har, Nec"
mupbgj,Mont Blanc Cricket,One Piece,metal,🤝,pcf,2,1895,N/A,N/A,0,N/A,false,false,N/A,N/A,26,24,26,248,"Ven, Tem"
mup2j6,Artorius Collbrand,Tales of Zestiria the Cross,wood,👍,ntb,0,1488,N/A,N/A,0,N/A,false,false,N/A,N/A,46,22,41,207,"Und, Tim"
muof4o,Valkyrie,Luck & Logic,light,🔥,burn,1,953,N/A,N/A,0,N/A,false,false,N/A,N/A,58,56,46,236,"Hyp, Bod"
muoc0a,Gerald Broflovski,South Park,light,👍,ntb,0,1848,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,50,231,"Vis, Out"
muo9vx,Min Yoongi,Save Me,void,🔥,burn,78,1267,N/A,N/A,0,N/A,false,false,N/A,N/A,64,42,32,256,"Pur, Out"
muo567,Slark,Dota 2,void,🤝,pcf,1,876,N/A,N/A,0,N/A,false,false,N/A,N/A,50,45,32,190,"Und, Hel"
muo3rv,Yuuga Aoyama,My Hero Academia,earth,🤝,pcf,15,624,N/A,N/A,0,N/A,false,false,N/A,N/A,52,50,55,205,"Sha, Pur"
mumah5,Fabrice (Freyr),Dislyte,fire,🔥,burn,0,939,N/A,N/A,0,N/A,false,false,N/A,N/A,30,56,60,218,"Dra, Out"
mum4ok,Helvi Oberg,Knight's & Magic,void,🔥,burn,0,666,N/A,N/A,0,N/A,false,false,N/A,N/A,26,52,37,224,"Cos, Alm"
